"","se_1","se_2","se_3","se_4","se_5","se_6","se_7","se_8","se_9","se_10","se_11","se_12","se_13","se_14","se_15","se_16","se_17"
"L-phenylalanine",18.1230762257704,17.8136334573421,17.8487554182448,18.1627799111282,17.9347691650935,18.3661766947455,17.9360801433568,18.083418824736,17.7887755348384,18.7169232198651,18.0706852836768,17.9606737518596,17.92611442817,17.9478294790367,18.0947149406819,17.9977076512821,17.8580941429664
"L-proline",17.5806278093989,16.9781509096684,17.3492245575863,18.2236444227782,17.2714972753524,18.0534030258987,16.929652846684,17.838356576069,16.8207479907507,18.2842184274187,17.129475195735,17.2483881726641,17.1931452604773,17.258042035802,17.4148053909726,17.9991835177513,17.1278981217291
"L-serine",17.3208846749558,18.1527589078286,18.1234449903726,18.3524355835034,18.0918379353855,18.4544031403342,17.7240123898794,18.360608623756,17.8203313028256,18.792214223643,18.1469211507427,18.2585198682126,18.1524586445315,18.1590717703952,18.0458324228113,18.4127284522129,18.1995819374449
"L-threonine",17.1722080279363,17.0115634759686,17.4418081131083,17.6858846072217,17.3823822461846,17.4915572125437,16.8866370342311,17.6180093364869,16.7924533889254,17.6376206911074,16.8569488059736,17.4409067454849,17.3261840867407,17.2005106214328,17.1653048999425,17.4863834230716,17.3266692779177
"L-tryptophan",17.7040811950522,17.6957601206279,17.7475156433973,17.7150846778231,17.8518712262046,18.0698252585823,17.7247696129693,17.8925763289879,17.377838937827,18.2119972191866,17.8188949248075,17.2591546771456,17.8586109585487,17.6928188062419,17.5063068994996,17.673800403384,17.804690195138
"L-tyrosine",17.5263511129963,17.1994270558908,17.7311356217974,18.0817453821867,17.7381723620406,18.3151071158053,17.4947126922794,18.1766946474333,17.1594259681448,19.0787100712938,17.5368826843275,17.8046856543402,17.6835142033363,17.4932038590974,17.5505087753165,18.1464392152119,17.6732336968977
"L-valine",22.0720280060349,21.7324547397403,22.0297597318542,22.6805793906962,21.9564630685346,22.48682242824,21.7237024244448,22.3957017620744,21.5977980379472,22.7519744379155,21.9283394758229,22.0038304089304,21.9357943308832,22.0280228668801,22.1634714500628,22.5332143991674,21.9087210164211
"Laccer(d18:1/12:0)",19.91269893315,20.2767948170919,20.1960693521629,19.8054160674939,20.190768518178,19.975124128877,20.3234959894633,20.1972542091703,20.1636897023364,19.5793144782311,19.7815251908112,20.1452590014719,20.115792824788,20.1321651544347,19.686608755154,20.1201311310165,20.1111480220986
"Laccer(d18:1/16:0)",14.6355067924874,13.9158233318404,15.372128737806,14.4319845987325,14.8295969790122,13.6970458612329,15.2500001732458,14.0935292190959,13.8904555303847,14.4547011763706,13.0873775740341,13.6127764330344,14.6903483437854,15.1456061272458,14.5479182342597,14.6466053972691,14.7521574164188
"Lactobionic acid",10.6990810325861,10.7042235398802,12.2396682432432,11.7388824839311,12.3039304267029,11.6034275591501,11.8831703138028,11.3281470478366,10.4249243874235,12.2103769455286,12.3226223874766,11.6693867857361,12.6111937386298,11.9154714378519,11.7409716807576,11.1215557940477,12.3829677675526
"Laudanosine",16.2375647906414,16.0893935556168,16.0346720026279,15.8536288037454,16.2753190542856,16.1692540597271,15.8471904256535,16.2749336673577,16.171288777696,16.4018247850782,16.1693245172158,16.2229712604577,16.2910363239702,16.2506862035828,16.1261098423853,16.2820450310667,16.3465613408088
"Leucomethylene blue",14.4085411727795,15.0901715383409,14.7674822504082,14.9812550233575,14.7742461090553,15.801318016492,15.249676233777,15.2882871889542,15.1738933601394,15.5308122826251,15.1867824160462,15.4692644043719,14.7705287874169,15.0752080399372,15.0004490147312,15.1333180510167,14.8605743650393
"Leukotriene b4",15.6474457249176,15.8223516039374,15.91858421834,15.8280276247401,15.7344123934141,15.738912413756,16.3203193378683,15.7872667141681,16.1243288680854,15.6447194275749,16.0785312845347,16.2032383521266,15.8718533680382,15.7603864724562,15.9908258887708,15.75664213091,15.9023419276309
"Lificiguat",12.1309538253701,11.8209342182738,11.9821968557787,12.0480009197443,11.8424759928013,9.34486165029703,11.6396802411163,11.8199015135254,11.9352177401664,11.741332189856,12.1935189688581,11.9741904419577,11.9733327008778,9.32073056668601,11.9453699821873,11.6533849179216,11.8424893485974
"Linalyl oxide",17.1190817458565,16.6113780939231,16.1021085940459,17.0588170431436,16.2841050727836,16.4007204448015,17.3089427502865,15.8804239928447,17.1638316130624,16.3892285048479,16.0800068979844,16.7691135999068,16.1157243400993,16.4261940496846,16.5626100377484,16.4172763255846,16.1402947717813
"Linoleic acid",19.8068747021513,20.0493965041951,19.9871901163198,19.6911840727832,19.9861407957994,19.2795976984323,19.9169692832501,19.77097831182,19.725158152396,18.903960470636,19.6559895700657,19.8764228514672,19.8336585432224,19.5266749937865,19.9719188676742,19.4831094063541,19.9012777318627
"Linuron",14.5458574989796,14.8253224303053,13.9730996022373,13.9207076125587,14.5996995772594,14.4477390892514,14.8623417807326,13.6554727973127,14.5178324021222,13.6569845764782,14.8101070603162,14.810828756043,14.4602421563969,13.677055571251,14.7189382005398,14.920472144579,14.4672087110139
"Lipoamide",12.2891025213571,12.2443657550374,12.8231724581743,12.4112818395942,12.2908130300476,11.6581033700035,12.0931611613758,12.933856809616,11.6440134831606,12.6925400229518,9.4446999648798,12.3407506681608,12.2745832369194,11.6366387579759,12.4339776547267,12.1846579165691,12.4173399541541
"Lorzafone",13.4523823121102,13.3664655673073,13.6756826737925,13.9925784482197,13.6681254092111,13.8110903743583,13.2841469771664,13.6597913300665,13.3657792624691,13.6264970291893,13.3903689495121,13.3839148927351,13.2092121392647,13.2943774365765,13.4522840459924,13.4537512544278,13.6271029069229
"Lucerastat",16.4490148248569,17.3770223084653,17.7649186250287,16.6538121603037,18.0334935506329,17.801550925287,17.1410510926804,17.9375909964532,16.8692921212599,18.2739397204572,15.7998516451226,15.7902692036793,17.8033234883113,17.4611032175324,16.3624562042191,17.5248726430273,17.8089597467236
"Luminespib",11.4741521401327,11.1451153857602,11.2991756481408,11.4124392918049,11.2462201106487,11.1897810063615,11.2900302978855,11.2938286441561,11.316104768178,11.1010084067381,12.0589362448567,11.4817909705044,11.3059570051384,11.334774964626,11.1317677115666,11.2456435077269,11.1841390410697
"Lysine",19.4179917319511,19.2995767907686,19.7125505297942,19.3031195034962,19.959385553672,19.8047166247537,19.1911464920008,20.1216784281934,19.5110899682611,20.2762079802437,19.4687891041506,19.571389132667,20.0057443548398,19.6732718043017,19.4295375623665,19.7488773522918,20.0214387539154
"Lysopa(0:0/16:0)",16.4839880769247,16.2986635714367,16.2609359065678,16.2206957050493,16.1472036929131,15.8972190319712,15.9369894310413,16.1325716510761,16.0158821545716,15.6729101876708,16.3836410429744,16.1626194682682,16.148037954786,15.962162431153,16.0435803337072,15.9410559713391,15.9186278273367
"Lysopa(0:0/18:0)",14.7069793393523,14.9209553688953,14.9527884599689,14.5893202655895,14.6381251590968,14.5461775088832,14.7614333289139,14.5112854283186,14.5369664266736,14.2147973336136,14.5561196495778,14.7889984317674,14.69925848965,14.3560214700095,14.2277874977454,14.6691164551178,14.4730492437388
"Lysopa(18:2(9z,12z)/0:0)",16.2178817727268,15.886041902897,16.4862675439364,16.1009347273727,16.2533504118028,15.7686148138144,15.6483277938619,16.1093351448864,15.6747182648461,15.7562234044488,16.3769718687145,16.0909628232829,16.1113565514204,15.4189699895551,15.8166899616009,15.3910792700652,16.0676438783272
"Lysopc(14:0/0:0)",15.815232662432,15.7449751314819,15.7933615012463,15.9443475542586,15.7559468223162,15.9782125502363,15.241138138971,15.6517784612081,15.1959888174644,15.8036004272974,15.8286396381856,15.1794588531625,15.8858818414434,15.5422016144828,15.5035712415382,15.4355495689199,15.3975921441873
"Lysopc(14:1(9z)/0:0)",13.4489916785623,13.4552439253559,13.02154946788,13.4443004575346,13.3530355698358,12.7220892908513,12.0310730045757,13.1932332531089,12.4843630840788,12.39324465611,13.7620233205931,12.4937664216365,12.8657575607097,13.3421703451986,12.9656957590496,13.1922149509331,13.0849151187414
"Lysopc(15:0/0:0)",16.2858359848036,16.248941143066,16.128082812307,16.1276895145874,16.0363771551303,16.0568208902651,15.9941151724871,16.0406518287917,15.952563732229,15.7612297425971,16.5473166639897,16.1773132445398,16.1129979281377,15.8281151311956,16.2064015424191,16.221791909472,15.6080183438052
"Lysopc(16:0/0:0)",21.5394791453067,21.414032619743,21.2982795890209,21.4236466789243,21.246738915822,20.9290186155881,21.1975041205402,21.2727751405631,21.131219302117,21.0572472527566,21.42006128654,21.2503418255038,21.1461561749777,21.2724206853829,21.2270050186003,21.2276298773325,21.1573950801491
"Lysopc(16:1(9z)/0:0)",19.2463735383442,18.9260242288854,18.8024005451452,19.1617280863721,18.6904770356437,18.2456748378262,18.5919271417788,18.6948878395587,18.5001505238283,18.0142124551094,19.2060863790109,18.1418769760324,18.7069786100758,18.8240970590101,18.8053217969946,18.6546723669931,18.7086220007238
"Lysopc(18:0/0:0)",18.559257010518,18.8172529234539,18.8366008885225,18.2620384606412,18.7458336860143,18.3923902742065,18.290587769905,18.5049445676543,18.1734041807034,17.7142744685372,18.6031067569112,18.2595144544593,18.7323014111705,18.2606355967316,18.2317233771645,18.2271539803317,18.2149591502763
"Lysopc(18:1(9z)/0:0)",21.0958397945682,21.0476527586371,20.9392756392604,20.9494818701444,20.8912122176625,20.3414279278006,20.6744051341079,20.7797959455122,20.6230257997057,20.0337921207132,21.3135130037692,20.7299171562049,20.9679878651338,20.7687915437943,20.8867845199202,20.5889386580012,20.8689409258557
"Lysopc(18:2(9z,12z)/0:0)",20.8934185370836,20.890119844395,20.9527433497804,20.8703296227241,20.9918871638424,20.3975620757983,20.646280670292,20.8505927969297,20.5499751535279,20.3590537868565,20.7852754609624,20.7072387748276,20.8561983838173,20.7255717850137,20.8737798205392,20.5840363438852,20.8136174448375
"Lysopc(18:3(6z,9z,12z)/0:0)",19.246144113144,19.168065552352,19.1235963271234,18.9924691954342,19.077769898354,18.9093630360339,18.7761664521468,18.9737438295278,18.7263850065767,18.5610438773047,19.213724534535,18.9079382930438,19.0466102829972,18.8284716409494,18.9199237635533,18.8766809131484,18.8267415103243
"Lysopc(20:1(11z)/0:0)",16.973603256678,16.7023321672926,16.9902984587632,16.6052265723761,16.9130991099573,16.0761482514874,16.44668297275,16.7970186181093,16.3712969515533,15.6734507287731,16.6694110052848,15.9453242022036,16.9897213943145,16.2265122145234,16.6191377544169,16.3987637003713,16.8206853191534
"Lysopc(20:3(5z,8z,11z)/0:0)",19.4294478339052,19.4477882953205,19.3893168260637,19.1676005729305,19.3806944556309,18.958533746031,19.3549990104056,19.2315470857771,19.0883920705519,18.9307003139426,19.7055123921801,19.161194043589,19.4935998113534,19.1588257220392,19.2254354222683,19.0839832528244,19.2608183660409
"Lysopc(20:5(5z,8z,11z,14z,17z)/0:0)",18.499792709676,18.5445138992552,18.7456737244515,18.2876709174016,18.6759044911088,18.164553533447,18.0859109745711,18.5009272615663,17.9525908043028,17.618283443381,18.4792131228172,18.1127847974436,18.6729251617214,18.2147858910914,18.3454013897069,18.0805407929384,18.3677864172806
"Lysopc(22:6(4z,7z,10z,13z,16z,19z)/0:0)",19.4851416902817,19.8925755550663,20.123222102762,19.3798478107164,20.1797522979949,19.4310070278641,19.8916104114485,20.0906247283787,19.6426636009326,19.2290741494889,19.7471872075331,19.8023916690826,20.1223413596865,19.7362399085018,19.5294044309445,19.6097082788161,20.0507856801181
"Lysopc(p-18:0/0:0)",15.3172909630231,15.4964545322932,15.4254471440807,15.2381592963961,15.4545060322095,14.9299050311441,15.0066205489022,15.5595500025156,14.9190830668367,15.3694783171238,15.1244085737931,15.6717893361845,15.5089494655723,15.5155027654189,15.2366797861748,14.80965304869,15.0821568884872
"Lysope(0:0/16:0)",16.0856485233804,15.8913055829028,15.5983520378653,15.9380207636277,15.6516710247689,15.4647003870959,15.7392526600381,15.578268263084,15.8340640469653,15.4231334178974,16.1357812734499,15.5965174617588,15.394463554343,15.6872515324879,15.58976308728,15.9077543424814,15.4014052854003
"Lysope(0:0/18:1(11z))",16.205381169797,15.460510709953,15.6314547374811,16.0576946313647,15.6466292202299,15.5027372336252,15.2768201940615,15.4640247302747,15.318629522084,15.3236110317997,16.0092998593947,15.383989242135,15.5949103337893,15.3292404116449,15.7645622824738,15.4444161981305,15.5334737706746
"Lysope(0:0/18:3(6z,9z,12z))",14.9799948291996,14.3211100046784,14.6226349796598,14.7972327949494,14.5607378803698,14.3239928761658,14.1672164058042,14.3708819598323,14.3946126454236,14.3963982473129,14.5244591069406,14.3529653574819,14.3784897274305,14.1970053232302,14.5915471250859,14.4690190257444,14.0920301900235
"Lysope(18:2(9z,12z)/0:0)",16.972540577576,16.0180182766131,16.2281932061855,16.9022965486461,16.1976118120816,16.1927465076742,15.9970071623067,16.0759647957649,16.0431336773958,16.0302352878317,16.4920709324496,16.2971955679013,15.9513145449496,15.9164646772092,16.6244476352569,16.1758102049088,16.0602869680111
"Lysope(20:0/0:0)",16.5188985322008,16.7382047330195,16.3905750945381,16.4985024640106,16.331277034113,16.5710810643081,16.3406027916904,16.4221241342123,16.3006669232892,16.5476206390931,16.1054206010385,16.3099892977143,16.490621829276,16.7113563291297,16.4232642671838,16.6012474777213,16.6151198235326
"Lysope(22:6(4z,7z,10z,13z,16z,19z)/0:0)",17.2087149372521,16.6731632639922,16.8023385280048,17.0914318372726,16.6553058620013,16.4243498529049,17.0265132192794,16.8101455985729,17.2015494013026,15.7785787733211,16.8367027833902,16.7944135454013,16.6322595887404,16.8364578622703,16.9313021754382,16.9616993606566,16.8369549547704
"Lysope(p-16:0/0:0)",14.0114722518511,13.281233448499,14.0058902529002,13.8566770297828,13.7199404375834,13.8819931137645,13.8188377004952,13.6068947850923,13.3453002927075,13.7065450946393,13.9843060873579,14.0428876522404,13.728373583251,13.7104473000917,14.2569015473879,13.6055520399531,13.2895542045082
"Lysopi(20:4(5z,8z,11z,14z)/0:0)",15.7526307603089,15.7750397633376,16.3481368730113,15.7582869572657,16.1094952193978,15.4672052039325,15.8736024844919,16.0221744467451,15.5890633280325,15.1706620966273,16.1335772043008,16.175453653613,16.1010546413561,15.6112715133986,15.7196532738086,15.34814086965,16.0597217919714
"Lysyltyrosine",14.0333939300028,12.8565934875737,14.1228482457463,14.0347805616145,13.6173542280957,13.3067274092335,13.6630498119117,14.0592216731859,13.5175987904452,13.6473088047871,14.2594720832436,14.3145733017485,13.8483495032222,13.5457336683183,14.4713120183252,13.4499495019373,13.916567793175
"Lysylvaline",16.0142794779535,15.9406888644149,16.2487128369216,16.1321512892743,16.0488386342681,15.9370515361987,16.1818184030196,16.1156833990221,16.1324432670501,15.9243698603802,16.2149444734098,16.4284956673371,16.0593773819606,16.0224214176486,16.2502945492434,15.9199028607189,16.2499095023828
"M-toluamide",16.3403112157476,16.6130016622599,17.0967484490789,17.3757281417762,17.0563564757743,17.6704846439728,16.8998139744838,17.4576378648195,16.6410610233872,18.3224640170156,16.9574309469816,17.2132192972402,17.1119845815719,16.8899722406111,16.9808773477805,17.5013353915768,17.0864367520072
"M1g-dr",13.2885973807272,12.8853628904692,12.7977222011658,12.3616926189728,11.672976664228,11.4239788474565,13.0711285496261,12.5812074145557,13.0207018677778,13.0380917046004,12.9713947118769,12.3174150150413,12.7598673283456,12.9474286067796,13.1299302149517,11.9264615095912,13.4358552188173
"Malic acid",20.734863344792,20.5210239768064,20.8782196024444,20.8461507566538,20.7461203486425,20.8367120274757,20.6767330937814,20.911634584946,20.5920276036953,21.1155771220556,20.6266646163683,20.7304634548895,20.7871744154277,20.6674403355259,20.7768909019684,20.6525883228164,20.7476842692156
